# file created by code in harbour_fns_1896438.jl
# file created on 2026-03-09 at 15:39:39
# parameter: seed = 1896516
# parameter: T = 30000.0
# parameter: lower_interarrival = 11.0
# parameter: upper_interarrival = 59.0
# parameter: mean_process_times = [11.0, 16.0]
# parameter: max_queue = [9223372036854775807, 4]
# parameter: time_units = hours
time,event_id,event_type,timing,length_event_list,length_queue1,length_queue2,in_service1,in_service2
       0.000,     0,  Arrival,before,   0,   0,   0,   0,   0
       0.000,     0,  Arrival, after,   2,   0,   0,   1,   0
      36.429,     1,  Arrival,before,   1,   0,   0,   1,   0
      36.429,     1,  Arrival, after,   2,   1,   0,   1,   0
      40.449,     2,Finish(1),before,   1,   1,   0,   1,   0
      40.449,     2,Finish(1), after,   3,   0,   0,   1,   1
      59.944,     5,Finish(2),before,   2,   0,   0,   1,   1
      59.944,     5,Finish(2), after,   2,   0,   0,   1,   0
      68.353,     4,Finish(1),before,   1,   0,   0,   1,   0
      68.353,     4,Finish(1), after,   2,   0,   0,   0,   1
      83.138,     6,Finish(2),before,   1,   0,   0,   0,   1
      83.138,     6,Finish(2), after,   1,   0,   0,   0,   0
      84.837,     3,  Arrival,before,   0,   0,   0,   0,   0
      84.837,     3,  Arrival, after,   2,   0,   0,   1,   0
      97.672,     8,Finish(1),before,   1,   0,   0,   1,   0
      97.672,     8,Finish(1), after,   2,   0,   0,   0,   1
     101.117,     7,  Arrival,before,   1,   0,   0,   0,   1
     101.117,     7,  Arrival, after,   3,   0,   0,   1,   1
     111.783,    11,Finish(1),before,   2,   0,   0,   1,   1
     111.783,    11,Finish(1), after,   2,   0,   1,   0,   1
     112.005,     9,Finish(2),before,   1,   0,   1,   0,   1
     112.005,     9,Finish(2), after,   2,   0,   0,   0,   1
     118.834,    10,  Arrival,before,   1,   0,   0,   0,   1
     118.834,    10,  Arrival, after,   3,   0,   0,   1,   1
     122.061,    14,Finish(1),before,   2,   0,   0,   1,   1
     122.061,    14,Finish(1), after,   2,   0,   1,   0,   1
     127.236,    12,Finish(2),before,   1,   0,   1,   0,   1
     127.236,    12,Finish(2), after,   2,   0,   0,   0,   1
     149.489,    13,  Arrival,before,   1,   0,   0,   0,   1
     149.489,    13,  Arrival, after,   3,   0,   0,   1,   1
     150.673,    15,Finish(2),before,   2,   0,   0,   1,   1
     150.673,    15,Finish(2), after,   2,   0,   0,   1,   0
     170.583,    17,Finish(1),before,   1,   0,   0,   1,   0
