# file created by code in harbour_fns_1896438.jl
# file created on 2026-03-09 at 15:39:38
# parameter: seed = 1896492
# parameter: T = 30000.0
# parameter: lower_interarrival = 11.0
# parameter: upper_interarrival = 59.0
# parameter: mean_process_times = [11.0, 16.0]
# parameter: max_queue = [9223372036854775807, 4]
# parameter: time_units = hours
time,event_id,event_type,timing,length_event_list,length_queue1,length_queue2,in_service1,in_service2
       0.000,     0,  Arrival,before,   0,   0,   0,   0,   0
       0.000,     0,  Arrival, after,   2,   0,   0,   1,   0
       5.220,     2,Finish(1),before,   1,   0,   0,   1,   0
       5.220,     2,Finish(1), after,   2,   0,   0,   0,   1
      19.000,     1,  Arrival,before,   1,   0,   0,   0,   1
      19.000,     1,  Arrival, after,   3,   0,   0,   1,   1
      19.150,     3,Finish(2),before,   2,   0,   0,   1,   1
      19.150,     3,Finish(2), after,   2,   0,   0,   1,   0
      32.642,     4,  Arrival,before,   1,   0,   0,   1,   0
      32.642,     4,  Arrival, after,   2,   1,   0,   1,   0
      33.489,     5,Finish(1),before,   1,   1,   0,   1,   0
      33.489,     5,Finish(1), after,   3,   0,   0,   1,   1
      34.301,     7,Finish(1),before,   2,   0,   0,   1,   1
      34.301,     7,Finish(1), after,   2,   0,   1,   0,   1
      51.492,     6,  Arrival,before,   1,   0,   1,   0,   1
      51.492,     6,  Arrival, after,   3,   0,   1,   1,   1
      52.709,    10,Finish(1),before,   2,   0,   1,   1,   1
      52.709,    10,Finish(1), after,   2,   0,   2,   0,   1
      53.260,     8,Finish(2),before,   1,   0,   2,   0,   1
      53.260,     8,Finish(2), after,   2,   0,   1,   0,   1
      74.363,    11,Finish(2),before,   1,   0,   1,   0,   1
      74.363,    11,Finish(2), after,   2,   0,   0,   0,   1
      90.517,     9,  Arrival,before,   1,   0,   0,   0,   1
      90.517,     9,  Arrival, after,   3,   0,   0,   1,   1
      91.537,    12,Finish(2),before,   2,   0,   0,   1,   1
      91.537,    12,Finish(2), after,   2,   0,   0,   1,   0
     100.254,    14,Finish(1),before,   1,   0,   0,   1,   0
     100.254,    14,Finish(1), after,   2,   0,   0,   0,   1
     116.431,    15,Finish(2),before,   1,   0,   0,   0,   1
     116.431,    15,Finish(2), after,   1,   0,   0,   0,   0
     130.165,    13,  Arrival,before,   0,   0,   0,   0,   0
     130.165,    13,  Arrival, after,   2,   0,   0,   1,   0
     133.353,    17,Finish(1),before,   1,   0,   0,   1,   0
