time,total_ships,harbour_ships
80,1.0,0.0
160,1.2,0.2
240,0.6666666666666666,0.0
320,0.8,0.0
400,0.6666666666666666,0.0
480,0.6,0.0
560,1.0,0.0
640,0.8,0.0
720,0.5,0.0
800,0.8,0.0
880,0.6666666666666666,0.0
960,0.5,0.0
1040,1.5,0.25
1120,0.6666666666666666,0.0
1200,2.25,0.0
1280,2.375,0.375
1360,1.1111111111111112,0.2222222222222222
1440,0.6666666666666666,0.0
1520,0.8,0.0
1600,0.8333333333333334,0.0
1680,1.5,0.0
1760,1.4545454545454546,0.2727272727272727
1840,1.4444444444444444,0.2222222222222222
1920,0.875,0.0
2000,0.8,0.0
2080,1.1666666666666667,0.16666666666666666
2160,0.6666666666666666,0.0
2240,0.6666666666666666,0.0
2320,0.5,0.0
2400,1.0,0.0
2480,1.0,0.0
2560,0.6666666666666666,0.0
2640,1.1428571428571428,0.0
2720,1.125,0.0
2800,0.6,0.0
2880,0.6666666666666666,0.0
2960,1.0833333333333333,0.08333333333333333
3040,1.0,0.0
3120,0.8,0.0
3200,1.1666666666666667,0.16666666666666666
3280,0.6666666666666666,0.0
3360,2.3,0.4
3440,1.25,0.25
3520,0.5,0.0
3600,1.1666666666666667,0.16666666666666666
3680,0.8,0.0
3760,0.6666666666666666,0.0
3840,0.5,0.0
3920,1.125,0.125
4000,1.0,0.14285714285714285
4080,1.1111111111111112,0.0
4160,1.125,0.125
4240,1.2,0.2
4320,1.2857142857142858,0.14285714285714285
4400,1.8,0.3
4480,1.0,0.0
4560,1.625,0.25
4640,1.375,0.125
4720,0.75,0.0
4800,0.6666666666666666,0.0
4880,1.0,0.125
4960,1.75,0.25
5040,0.6,0.0
5120,1.75,0.25
5200,0.875,0.0
5280,0.8,0.0
5360,0.6666666666666666,0.0
5440,0.8888888888888888,0.0
5520,1.25,0.125
5600,1.25,0.125
5680,0.8571428571428571,0.14285714285714285
5760,1.375,0.125
5840,1.0,0.0
5920,1.0,0.0
6000,1.25,0.125
6080,0.625,0.0
6160,0.6666666666666666,0.0
6240,0.8888888888888888,0.0
6320,1.0,0.0
6400,1.75,0.25
6480,0.6,0.0
6560,1.0,0.0
6640,1.5,0.25
6720,0.8888888888888888,0.0
6800,1.0,0.0
6880,1.125,0.125
6960,0.8888888888888888,0.0
7040,0.5,0.0
7120,1.125,0.125
7200,0.6666666666666666,0.0
7280,0.5,0.0
7360,1.0,0.0
7440,0.6666666666666666,0.0
7520,0.6,0.0
7600,1.1666666666666667,0.16666666666666666
7680,1.25,0.0
7760,1.1428571428571428,0.14285714285714285
7840,1.4285714285714286,0.14285714285714285
7920,1.0,0.0
8000,1.125,0.125
8080,1.3333333333333333,0.2222222222222222
8160,0.5,0.0
8240,0.8,0.0
8320,1.2222222222222223,0.1111111111111111
8400,0.8888888888888888,0.0
8480,0.5,0.0
8560,0.8,0.0
8640,0.8888888888888888,0.0
8720,0.6,0.0
8800,1.1428571428571428,0.14285714285714285
8880,0.6,0.0
