# file created by code in harbour_fns_1896438.jl
# file created on 2026-03-09 at 15:39:40
# parameter: seed = 1896532
# parameter: T = 30000.0
# parameter: lower_interarrival = 11.0
# parameter: upper_interarrival = 59.0
# parameter: mean_process_times = [11.0, 16.0]
# parameter: max_queue = [9223372036854775807, 4]
# parameter: time_units = hours
id,arrival_time,start_service_times,start_service_times,completion_time
1,0.0,0.0,5.354340292982057,18.147643686153664
2,48.04901516510145,48.04901516510145,54.57603569956208,70.18028356677097
3,82.97480293402795,82.97480293402795,92.06485340001637,105.99473271395135
4,113.63811045532461,113.63811045532461,116.20886299463709,131.71138602836675
5,142.71350742825442,142.71350742825442,170.40018643096815,185.9973695855802
6,183.3733800634374,183.3733800634374,191.7671033512639,208.448218989186
7,223.946843573016,223.946843573016,236.58447961222018,247.96448449751028
8,278.22043882805303,278.22043882805303,279.35331121367614,294.97263798111805
9,302.90355454175983,302.90355454175983,310.159146296433,322.2366612368909
10,343.87218798631886,343.87218798631886,344.94517585528934,363.4606455221595
11,359.83947964845225,359.83947964845225,396.9984114172372,413.1442208995975
12,379.12863651931553,396.9984114172372,413.1442208995975,429.3069290947709
13,417.16267161745145,417.16267161745145,429.3069290947709,444.7719143814792
14,429.5720187750506,429.5720187750506,444.7719143814792,459.8589266581293
15,487.4763767926207,487.4763767926207,491.6085999547613,505.9974622629881
16,516.4682011699034,516.4682011699034,518.3475812043378,530.9704639154679
17,565.623424868247,565.623424868247,576.173602568562,591.5892227859847
18,622.0139912763626,622.0139912763626,632.1026964233712,646.0816456123033
19,656.8796101254188,656.8796101254188,658.696769334261,674.0968757108847
20,694.4477123111021,694.4477123111021,696.6904626669689,710.2950966750107
21,723.9497265800204,723.9497265800204,727.1227207623442,743.3506797280186
22,746.1941565501576,746.1941565501576,753.139766205898,768.7962795224827
23,763.6393591728558,763.6393591728558,768.7962795224827,778.9834327399759
24,814.6010717572808,814.6010717572808,816.1087999160302,833.3360898021738
25,862.5002362004466,862.5002362004466,862.9735965812281,877.238136167687
26,907.6162476140544,907.6162476140544,917.4945105981157,932.1617968381448
27,954.3322754787386,954.3322754787386,1000.200503801027,1021.7072099737888
28,993.7028262384345,1000.200503801027,1021.7072099737888,1038.6379255292138
29,1021.0634849986623,1021.0634849986623,1038.6379255292138,1052.5043152663873
30,1071.66213890937,1071.66213890937,1074.4997908181297,1092.901159724345
31,1127.976405919549,1127.976405919549,1155.5993272353346,1168.3761929947343
32,1141.4859155091774,1155.5993272353346,1176.9359445482132,1192.6828827026054
33,1171.594958708712,1176.9359445482132,1192.6828827026054,1204.7524628465037
34,1222.4268400362753,1222.4268400362753,1238.1309164938639,1249.2734338245139
35,1239.1178720173182,1239.1178720173182,1255.648931721204,1272.7109790687127
36,1291.7154637934198,1291.7154637934198,1297.7592146787001,1312.8037264452535
37,1332.7490495451418,1332.7490495451418,1339.7483198566272,1352.0646618110616
38,1354.9423696017407,1354.9423696017407,1360.2484344100837,1369.3053713613297
39,1411.5008945729405,1411.5008945729405,1417.8149707660978,1437.4121030998722
40,1462.0544961971464,1462.0544961971464,1464.502283731174,1479.679963021196
41,1520.7920438981894,1520.7920438981894,1521.7211557615096,1543.3342180348543
42,1552.1277106149837,1552.1277106149837,1552.530219566555,1573.3979494061844
43,1566.9751245963366,1566.9751245963366,1573.3979494061844,1590.5455231389215
44,1611.171049877967,1611.171049877967,1651.51420086216,1665.6062731433033
45,1667.5979063444288,1667.5979063444288,1684.0242068144194,1697.796933311554
46,1706.556533069099,1706.556533069099,1720.1582593097162,1738.3587367835078
47,1719.0936539371003,1720.1582593097162,1738.3587367835078,1753.6762341177925
48,1775.776885802496,1775.776885802496,1781.7669972903986,1800.8259319717886
49,1827.1252089949946,1827.1252089949946,1837.2203270538628,1847.2734506200943
50,1858.4385400300189,1858.4385400300189,1898.862050450699,1912.631432082577
51,1913.6886052435289,1913.6886052435289,1920.661022997925,1941.1282214708508
52,1936.4287280697122,1936.4287280697122,1968.538604862842,1982.54744204975
53,1974.473291949344,1974.473291949344,1982.54744204975,1998.8433447523203
54,1989.1396519164095,1989.1396519164095,2018.001437484928,2034.6122947912068
55,2026.0646456672564,2026.0646456672564,2035.4603401700056,2050.603260782148
56,2049.8834851439856,2049.8834851439856,2053.399699473903,2068.395812568117
57,2088.5704202535853,2088.5704202535853,2106.2530570003237,2125.8440883754133
58,2144.044563670133,2144.044563670133,2149.064455897736,2161.8702083424605
59,2202.95425336329,2202.95425336329,2222.422321605521,2233.228875389566
60,2221.9926259250537,2222.422321605521,2233.228875389566,2252.579118820672
61,2246.827151243459,2246.827151243459,2252.579118820672,2266.6680313523416
62,2294.8481870358055,2294.8481870358055,2323.1233835970734,2340.2898419814505
63,2347.478332202513,2347.478332202513,2375.8338848144285,2383.4787354027167
64,2384.671566384668,2384.671566384668,2384.81100709654,2401.9555464626696
65,2436.8547439122754,2436.8547439122754,2467.8239998421045,2483.2316203732316
66,2454.644980143623,2467.8239998421045,2483.2316203732316,2501.2607135075523
67,2495.837532380141,2495.837532380141,2506.4041067984267,2521.566896185259
68,2530.2717319159046,2530.2717319159046,2578.4531594695254,2594.8517788117024
69,2582.1758821071044,2582.1758821071044,2594.8517788117024,2613.2159028351048
70,2620.3337976174003,2620.3337976174003,2620.773272696798,2634.655600532797
71,2670.553732764748,2670.553732764748,2673.2370275818807,2695.6615728525
72,2699.2350151279984,2699.2350151279984,2714.222456796467,2726.399032862811
73,2739.3115653861987,2739.3115653861987,2772.0418798183127,2790.9490681242523
74,2793.516115586952,2793.516115586952,2828.3072615089027,2845.3635062599956
75,2842.1482788992575,2842.1482788992575,2905.0643553451455,2920.397501405672
76,2892.093865591768,2905.0643553451455,2920.397501405672,2933.3043139979336
77,2923.5551496929747,2923.5551496929747,2953.6933465655175,2969.8684760871843
78,2945.153482020172,2953.6933465655175,2970.5095520418868,2983.8903848953014
79,2974.3648231363545,2974.3648231363545,2990.279278019144,3004.818122856429
80,3019.708667717207,3019.708667717207,3020.403557537134,3040.904252570916
81,3031.397460426144,3031.397460426144,3054.349397253152,3070.1745045353246
82,3077.7827709606217,3077.7827709606217,3086.9699983568253,3104.995154075555
83,3134.060803669926,3134.060803669926,3139.344410061587,3154.1528917558094
84,3151.938316210374,3151.938316210374,3204.555083200357,3222.699504810124
85,3172.877249098103,3204.555083200357,3222.699504810124,3237.1334901045834
86,3204.372589526722,3213.869173601686,3237.1334901045834,3251.5224339779124
87,3227.5333918211654,3227.5333918211654,3251.5224339779124,3271.106413363158
88,3286.287185967626,3286.287185967626,3286.580151957206,3303.591659066996
89,3325.44787344556,3325.44787344556,3336.2872744886713,3355.760945810573
90,3366.0180957643943,3366.0180957643943,3393.1765237559275,3407.549746156904
91,3421.53379088383,3421.53379088383,3424.361194726213,3437.089542060854
92,3444.6887344148417,3444.6887344148417,3470.3709192548986,3482.0651944049287
93,3501.1522371836472,3501.1522371836472,3519.88066630422,3541.94917462744
94,3549.612708503708,3549.612708503708,3561.3683498459873,3581.0479053570557
95,3560.6748042565514,3561.3683498459873,3585.1031179705224,3601.5837974938872
96,3576.266030576022,3585.1031179705224,3601.5837974938872,3616.253094172921
97,3600.6014051410025,3600.6014051410025,3616.253094172921,3631.0179117936927
98,3632.56604650643,3632.56604650643,3638.590659759126,3653.815164712983
99,3645.304047810605,3645.304047810605,3658.810336539736,3676.3918530651895
100,3703.889949214395,3703.889949214395,3711.9194399161393,3727.5157049971062
101,3732.648797270924,3732.648797270924,3733.5441763751855,3748.09819969449
102,3752.2169870539583,3752.2169870539583,3752.4459546741896,3766.611499340093
103,3800.201531611591,3800.201531611591,3801.4126794546464,3817.7134599766305
104,3829.698050309326,3829.698050309326,3837.461109679209,3852.310327449948
105,3887.8023128891555,3887.8023128891555,3889.6300285088423,3904.237232077893
106,3911.705311596316,3911.705311596316,3923.874062195551,3935.250306744429
107,3942.4930088011956,3942.4930088011956,3947.1635126875944,3965.8661662650156
108,3963.644030291836,3963.644030291836,3972.9432991593303,3989.9524212330152
109,3993.307735496655,3993.307735496655,3997.807183703678,4014.356395886924
110,4030.6150822302534,4030.6150822302534,4060.898828610572,4080.4052618328
111,4077.295872139528,4077.295872139528,4102.004471075204,4116.697531447013
112,4101.753332973367,4102.004471075204,4116.697531447013,4127.527484547635
113,4155.870982905534,4155.870982905534,4162.7146213405285,4179.911440539895
114,4211.946586233953,4211.946586233953,4228.921018553706,4246.201500917611
115,4239.0146845364,4239.0146845364,4258.359928032731,4275.860349726014
116,4268.983991025942,4268.983991025942,4282.016901151174,4294.5853163217635
117,4280.209608366886,4282.016901151174,4294.776105000978,4312.055847740194
118,4317.684876749442,4317.684876749442,4332.683178715885,4351.72802438234
119,4374.764378706102,4374.764378706102,4381.072312197781,4399.244641776273
120,4402.1212823242195,4402.1212823242195,4423.543570560085,4445.536618697786
121,4419.832776735818,4423.543570560085,4475.634576483651,4490.203275393049
122,4467.983652360728,4475.634576483651,4490.203275393049,4505.560008734295
123,4524.2545143043735,4524.2545143043735,4529.809394017234,4546.809617908275
124,4544.571047244887,4544.571047244887,4547.538992629128,4564.038666672367
125,4566.245899684435,4566.245899684435,4603.077036553222,4623.004732812907
126,4586.673763753854,4603.077036553222,4623.004732812907,4636.558825789441
127,4630.61467703165,4630.61467703165,4641.09019452979,4656.497514821964
128,4647.303187075712,4647.303187075712,4656.497514821964,4671.98468382466
129,4689.149346813007,4689.149346813007,4690.570291451989,4702.8882532316575
130,4740.626614778844,4740.626614778844,4762.5715811067275,4781.555420057942
131,4775.623470690637,4775.623470690637,4781.555420057942,4795.805941573005
132,4804.819202613505,4804.819202613505,4808.298870761294,4824.748956069479
133,4829.75575215234,4829.75575215234,4851.662800884952,4869.215462622794
134,4855.987193400164,4855.987193400164,4869.215462622794,4885.17576650286
135,4908.253996962584,4908.253996962584,4917.921157729305,4931.717514179065
136,4934.781177126593,4934.781177126593,4941.200256680738,4958.718205455631
137,4951.296665014039,4951.296665014039,4976.984046100537,4995.006164896682
138,4981.227550720231,4981.227550720231,4995.006164896682,5012.643270139402
139,5011.707265629489,5011.707265629489,5042.583487787197,5053.933667455368
140,5041.646408840564,5042.583487787197,5062.310374660447,5077.7920295867225
141,5093.289065943959,5093.289065943959,5112.916444157418,5125.603657631258
142,5116.905234133694,5116.905234133694,5125.603657631258,5141.2925695150625
143,5172.798075299287,5172.798075299287,5180.28269317893,5192.879039367886
144,5223.682666017917,5223.682666017917,5228.672655675242,5240.940680178568
