# file created by code in harbour_fns_1896438.jl
# file created on 2026-03-09 at 15:39:43
# parameter: seed = 1896580
# parameter: T = 30000.0
# parameter: lower_interarrival = 11.0
# parameter: upper_interarrival = 59.0
# parameter: mean_process_times = [11.0, 16.0]
# parameter: max_queue = [9223372036854775807, 4]
# parameter: time_units = hours
time,event_id,event_type,timing,length_event_list,length_queue1,length_queue2,in_service1,in_service2
       0.000,     0,  Arrival,before,   0,   0,   0,   0,   0
       0.000,     0,  Arrival, after,   2,   0,   0,   1,   0
      10.374,     2,Finish(1),before,   1,   0,   0,   1,   0
      10.374,     2,Finish(1), after,   2,   0,   0,   0,   1
      25.884,     3,Finish(2),before,   1,   0,   0,   0,   1
      25.884,     3,Finish(2), after,   1,   0,   0,   0,   0
      34.908,     1,  Arrival,before,   0,   0,   0,   0,   0
      34.908,     1,  Arrival, after,   2,   0,   0,   1,   0
      36.461,     5,Finish(1),before,   1,   0,   0,   1,   0
      36.461,     5,Finish(1), after,   2,   0,   0,   0,   1
      50.821,     6,Finish(2),before,   1,   0,   0,   0,   1
      50.821,     6,Finish(2), after,   1,   0,   0,   0,   0
      66.575,     4,  Arrival,before,   0,   0,   0,   0,   0
      66.575,     4,  Arrival, after,   2,   0,   0,   1,   0
      67.582,     8,Finish(1),before,   1,   0,   0,   1,   0
      67.582,     8,Finish(1), after,   2,   0,   0,   0,   1
      79.265,     9,Finish(2),before,   1,   0,   0,   0,   1
      79.265,     9,Finish(2), after,   1,   0,   0,   0,   0
      92.389,     7,  Arrival,before,   0,   0,   0,   0,   0
      92.389,     7,  Arrival, after,   2,   0,   0,   1,   0
      96.503,    11,Finish(1),before,   1,   0,   0,   1,   0
      96.503,    11,Finish(1), after,   2,   0,   0,   0,   1
     107.296,    12,Finish(2),before,   1,   0,   0,   0,   1
     107.296,    12,Finish(2), after,   1,   0,   0,   0,   0
     107.539,    10,  Arrival,before,   0,   0,   0,   0,   0
     107.539,    10,  Arrival, after,   2,   0,   0,   1,   0
     115.667,    14,Finish(1),before,   1,   0,   0,   1,   0
     115.667,    14,Finish(1), after,   2,   0,   0,   0,   1
     129.090,    15,Finish(2),before,   1,   0,   0,   0,   1
     129.090,    15,Finish(2), after,   1,   0,   0,   0,   0
     130.212,    13,  Arrival,before,   0,   0,   0,   0,   0
     130.212,    13,  Arrival, after,   2,   0,   0,   1,   0
     155.566,    17,Finish(1),before,   1,   0,   0,   1,   0
