# file created by code in harbour_fns_1896438.jl
# file created on 2026-03-09 at 15:39:40
# parameter: seed = 1896537
# parameter: T = 30000.0
# parameter: lower_interarrival = 11.0
# parameter: upper_interarrival = 59.0
# parameter: mean_process_times = [11.0, 16.0]
# parameter: max_queue = [9223372036854775807, 4]
# parameter: time_units = hours
time,event_id,event_type,timing,length_event_list,length_queue1,length_queue2,in_service1,in_service2
       0.000,     0,  Arrival,before,   0,   0,   0,   0,   0
       0.000,     0,  Arrival, after,   2,   0,   0,   1,   0
      14.722,     2,Finish(1),before,   1,   0,   0,   1,   0
      14.722,     2,Finish(1), after,   2,   0,   0,   0,   1
      25.229,     3,Finish(2),before,   1,   0,   0,   0,   1
      25.229,     3,Finish(2), after,   1,   0,   0,   0,   0
      45.680,     1,  Arrival,before,   0,   0,   0,   0,   0
      45.680,     1,  Arrival, after,   2,   0,   0,   1,   0
      64.166,     5,Finish(1),before,   1,   0,   0,   1,   0
      64.166,     5,Finish(1), after,   2,   0,   0,   0,   1
      76.942,     6,Finish(2),before,   1,   0,   0,   0,   1
      76.942,     6,Finish(2), after,   1,   0,   0,   0,   0
      83.266,     4,  Arrival,before,   0,   0,   0,   0,   0
      83.266,     4,  Arrival, after,   2,   0,   0,   1,   0
      84.103,     8,Finish(1),before,   1,   0,   0,   1,   0
      84.103,     8,Finish(1), after,   2,   0,   0,   0,   1
     102.768,     9,Finish(2),before,   1,   0,   0,   0,   1
     102.768,     9,Finish(2), after,   1,   0,   0,   0,   0
     106.425,     7,  Arrival,before,   0,   0,   0,   0,   0
     106.425,     7,  Arrival, after,   2,   0,   0,   1,   0
     121.049,    10,  Arrival,before,   1,   0,   0,   1,   0
     121.049,    10,  Arrival, after,   2,   1,   0,   1,   0
     133.884,    11,Finish(1),before,   1,   1,   0,   1,   0
     133.884,    11,Finish(1), after,   3,   0,   0,   1,   1
     136.018,    13,Finish(1),before,   2,   0,   0,   1,   1
     136.018,    13,Finish(1), after,   2,   0,   1,   0,   1
     150.316,    14,Finish(2),before,   1,   0,   1,   0,   1
     150.316,    14,Finish(2), after,   2,   0,   0,   0,   1
     165.991,    15,Finish(2),before,   1,   0,   0,   0,   1
     165.991,    15,Finish(2), after,   1,   0,   0,   0,   0
     177.663,    12,  Arrival,before,   0,   0,   0,   0,   0
     177.663,    12,  Arrival, after,   2,   0,   0,   1,   0
     196.932,    17,Finish(1),before,   1,   0,   0,   1,   0
