# file created by code in harbour_fns_1896438.jl
# file created on 2026-03-09 at 15:39:45
# parameter: seed = 1896609
# parameter: T = 30000.0
# parameter: lower_interarrival = 11.0
# parameter: upper_interarrival = 59.0
# parameter: mean_process_times = [11.0, 16.0]
# parameter: max_queue = [9223372036854775807, 4]
# parameter: time_units = hours
time,event_id,event_type,timing,length_event_list,length_queue1,length_queue2,in_service1,in_service2
       0.000,     0,  Arrival,before,   0,   0,   0,   0,   0
       0.000,     0,  Arrival, after,   2,   0,   0,   1,   0
       7.330,     2,Finish(1),before,   1,   0,   0,   1,   0
       7.330,     2,Finish(1), after,   2,   0,   0,   0,   1
      25.964,     3,Finish(2),before,   1,   0,   0,   0,   1
      25.964,     3,Finish(2), after,   1,   0,   0,   0,   0
      49.969,     1,  Arrival,before,   0,   0,   0,   0,   0
      49.969,     1,  Arrival, after,   2,   0,   0,   1,   0
      93.815,     5,Finish(1),before,   1,   0,   0,   1,   0
      93.815,     5,Finish(1), after,   2,   0,   0,   0,   1
     106.666,     4,  Arrival,before,   1,   0,   0,   0,   1
     106.666,     4,  Arrival, after,   3,   0,   0,   1,   1
     108.518,     6,Finish(2),before,   2,   0,   0,   1,   1
     108.518,     6,Finish(2), after,   2,   0,   0,   1,   0
     138.056,     8,Finish(1),before,   1,   0,   0,   1,   0
     138.056,     8,Finish(1), after,   2,   0,   0,   0,   1
     146.551,     7,  Arrival,before,   1,   0,   0,   0,   1
     146.551,     7,  Arrival, after,   3,   0,   0,   1,   1
     153.449,    11,Finish(1),before,   2,   0,   0,   1,   1
     153.449,    11,Finish(1), after,   2,   0,   1,   0,   1
     154.288,     9,Finish(2),before,   1,   0,   1,   0,   1
     154.288,     9,Finish(2), after,   2,   0,   0,   0,   1
     164.287,    10,  Arrival,before,   1,   0,   0,   0,   1
     164.287,    10,  Arrival, after,   3,   0,   0,   1,   1
     170.504,    14,Finish(1),before,   2,   0,   0,   1,   1
     170.504,    14,Finish(1), after,   2,   0,   1,   0,   1
     171.558,    12,Finish(2),before,   1,   0,   1,   0,   1
     171.558,    12,Finish(2), after,   2,   0,   0,   0,   1
     190.943,    15,Finish(2),before,   1,   0,   0,   0,   1
     190.943,    15,Finish(2), after,   1,   0,   0,   0,   0
     202.094,    13,  Arrival,before,   0,   0,   0,   0,   0
     202.094,    13,  Arrival, after,   2,   0,   0,   1,   0
     202.648,    17,Finish(1),before,   1,   0,   0,   1,   0
