# file created by code in harbour_fns_1896438.jl
# file created on 2026-03-09 at 15:39:42
# parameter: seed = 1896554
# parameter: T = 30000.0
# parameter: lower_interarrival = 11.0
# parameter: upper_interarrival = 59.0
# parameter: mean_process_times = [11.0, 16.0]
# parameter: max_queue = [9223372036854775807, 4]
# parameter: time_units = hours
time,event_id,event_type,timing,length_event_list,length_queue1,length_queue2,in_service1,in_service2
       0.000,     0,  Arrival,before,   0,   0,   0,   0,   0
       0.000,     0,  Arrival, after,   2,   0,   0,   1,   0
       7.606,     2,Finish(1),before,   1,   0,   0,   1,   0
       7.606,     2,Finish(1), after,   2,   0,   0,   0,   1
      28.013,     3,Finish(2),before,   1,   0,   0,   0,   1
      28.013,     3,Finish(2), after,   1,   0,   0,   0,   0
      28.026,     1,  Arrival,before,   0,   0,   0,   0,   0
      28.026,     1,  Arrival, after,   2,   0,   0,   1,   0
      40.798,     5,Finish(1),before,   1,   0,   0,   1,   0
      40.798,     5,Finish(1), after,   2,   0,   0,   0,   1
      55.458,     4,  Arrival,before,   1,   0,   0,   0,   1
      55.458,     4,  Arrival, after,   3,   0,   0,   1,   1
      56.556,     6,Finish(2),before,   2,   0,   0,   1,   1
      56.556,     6,Finish(2), after,   2,   0,   0,   1,   0
      58.049,     8,Finish(1),before,   1,   0,   0,   1,   0
      58.049,     8,Finish(1), after,   2,   0,   0,   0,   1
      76.537,     9,Finish(2),before,   1,   0,   0,   0,   1
      76.537,     9,Finish(2), after,   1,   0,   0,   0,   0
      81.899,     7,  Arrival,before,   0,   0,   0,   0,   0
      81.899,     7,  Arrival, after,   2,   0,   0,   1,   0
      83.306,    11,Finish(1),before,   1,   0,   0,   1,   0
      83.306,    11,Finish(1), after,   2,   0,   0,   0,   1
      97.227,    12,Finish(2),before,   1,   0,   0,   0,   1
      97.227,    12,Finish(2), after,   1,   0,   0,   0,   0
     114.592,    10,  Arrival,before,   0,   0,   0,   0,   0
     114.592,    10,  Arrival, after,   2,   0,   0,   1,   0
     115.907,    14,Finish(1),before,   1,   0,   0,   1,   0
     115.907,    14,Finish(1), after,   2,   0,   0,   0,   1
     127.008,    13,  Arrival,before,   1,   0,   0,   0,   1
     127.008,    13,  Arrival, after,   3,   0,   0,   1,   1
     136.406,    17,Finish(1),before,   2,   0,   0,   1,   1
     136.406,    17,Finish(1), after,   2,   0,   1,   0,   1
     139.120,    15,Finish(2),before,   1,   0,   1,   0,   1
