time,total_ships,harbour_ships
80,0.8,0.0
160,1.2857142857142858,0.14285714285714285
240,1.2857142857142858,0.14285714285714285
320,1.25,0.125
400,1.1428571428571428,0.14285714285714285
480,1.0,0.0
560,0.5714285714285714,0.0
640,0.6666666666666666,0.0
720,0.8,0.0
800,0.8571428571428571,0.0
880,0.6666666666666666,0.0
960,1.125,0.125
1040,0.6666666666666666,0.0
1120,0.5,0.0
1200,0.6666666666666666,0.0
1280,0.6666666666666666,0.0
1360,1.3333333333333333,0.16666666666666666
1440,0.75,0.0
1520,1.0909090909090908,0.09090909090909091
1600,1.1,0.0
1680,1.0,0.0
1760,0.6,0.0
1840,1.1818181818181819,0.09090909090909091
1920,1.0,0.0
2000,0.6666666666666666,0.0
2080,1.0,0.0
2160,0.5,0.0
2240,0.6666666666666666,0.0
2320,1.4,0.2
2400,1.0,0.0
2480,2.111111111111111,0.3333333333333333
2560,1.4,0.2
2640,1.125,0.0
2720,0.7142857142857143,0.0
2800,0.6666666666666666,0.0
2880,0.6,0.0
2960,1.1666666666666667,0.16666666666666666
3040,1.0,0.1111111111111111
3120,1.2857142857142858,0.14285714285714285
3200,0.6,0.0
3280,1.8571428571428572,0.14285714285714285
3360,1.7777777777777777,0.3333333333333333
3440,0.6666666666666666,0.0
3520,0.6666666666666666,0.0
3600,0.5714285714285714,0.0
3680,0.6666666666666666,0.0
3760,1.0,0.0
3840,2.2222222222222223,0.7777777777777778
3920,1.0,0.1111111111111111
4000,1.25,0.0
4080,1.1428571428571428,0.14285714285714285
4160,1.25,0.0
4240,1.1428571428571428,0.0
4320,1.1111111111111112,0.0
4400,1.1666666666666667,0.16666666666666666
4480,1.25,0.0
4560,1.4,0.2
4640,1.0,0.1
4720,1.6666666666666667,0.16666666666666666
4800,0.6666666666666666,0.0
4880,1.125,0.0
4960,1.5714285714285714,0.14285714285714285
5040,0.6666666666666666,0.0
5120,1.0,0.14285714285714285
5200,0.8,0.0
5280,0.5,0.0
5360,1.1428571428571428,0.14285714285714285
5440,0.875,0.0
5520,1.1428571428571428,0.14285714285714285
5600,0.5714285714285714,0.0
5680,0.75,0.0
5760,1.1666666666666667,0.16666666666666666
5840,1.0,0.1111111111111111
5920,2.0,0.25
6000,0.7142857142857143,0.0
6080,1.1666666666666667,0.16666666666666666
6160,1.4444444444444444,0.2222222222222222
6240,0.7142857142857143,0.0
6320,1.7142857142857142,0.2857142857142857
6400,1.4444444444444444,0.0
6480,1.6363636363636365,0.45454545454545453
6560,0.875,0.0
6640,0.6,0.0
6720,3.0,0.9
6800,1.875,0.875
6880,1.6,0.2
6960,0.6666666666666666,0.0
7040,0.6666666666666666,0.0
7120,1.0,0.0
7200,1.125,0.0
7280,0.6666666666666666,0.0
7360,0.6,0.0
7440,1.1428571428571428,0.14285714285714285
7520,1.0,0.0
7600,0.7142857142857143,0.0
7680,0.8888888888888888,0.0
7760,1.0,0.0
7840,0.6666666666666666,0.0
7920,1.0,0.14285714285714285
8000,1.6666666666666667,0.1111111111111111
8080,1.8,0.3
8160,0.6666666666666666,0.0
8240,0.6,0.0
8320,0.8,0.0
8400,0.6,0.0
8480,0.6,0.0
8560,1.2222222222222223,0.1111111111111111
8640,1.3636363636363635,0.2727272727272727
8720,1.0,0.0
8800,0.5714285714285714,0.0
8880,0.8,0.0
8960,0.8333333333333334,0.0
9040,1.0,0.14285714285714285
9120,1.4285714285714286,0.14285714285714285
