# file created by code in harbour_fns_1896438.jl
# file created on 2026-03-09 at 15:39:35
# parameter: seed = 1896449
# parameter: T = 30000.0
# parameter: lower_interarrival = 11.0
# parameter: upper_interarrival = 59.0
# parameter: mean_process_times = [11.0, 16.0]
# parameter: max_queue = [9223372036854775807, 4]
# parameter: time_units = hours
time,event_id,event_type,timing,length_event_list,length_queue1,length_queue2,in_service1,in_service2
       0.000,     0,  Arrival,before,   0,   0,   0,   0,   0
       0.000,     0,  Arrival, after,   2,   0,   0,   1,   0
      11.949,     2,Finish(1),before,   1,   0,   0,   1,   0
      11.949,     2,Finish(1), after,   2,   0,   0,   0,   1
      26.668,     3,Finish(2),before,   1,   0,   0,   0,   1
      26.668,     3,Finish(2), after,   1,   0,   0,   0,   0
      29.772,     1,  Arrival,before,   0,   0,   0,   0,   0
      29.772,     1,  Arrival, after,   2,   0,   0,   1,   0
      39.306,     5,Finish(1),before,   1,   0,   0,   1,   0
      39.306,     5,Finish(1), after,   2,   0,   0,   0,   1
      49.333,     4,  Arrival,before,   1,   0,   0,   0,   1
      49.333,     4,  Arrival, after,   3,   0,   0,   1,   1
      51.897,     8,Finish(1),before,   2,   0,   0,   1,   1
      51.897,     8,Finish(1), after,   2,   0,   1,   0,   1
      57.642,     6,Finish(2),before,   1,   0,   1,   0,   1
      57.642,     6,Finish(2), after,   2,   0,   0,   0,   1
      77.053,     9,Finish(2),before,   1,   0,   0,   0,   1
      77.053,     9,Finish(2), after,   1,   0,   0,   0,   0
      89.382,     7,  Arrival,before,   0,   0,   0,   0,   0
      89.382,     7,  Arrival, after,   2,   0,   0,   1,   0
     104.186,    11,Finish(1),before,   1,   0,   0,   1,   0
     104.186,    11,Finish(1), after,   2,   0,   0,   0,   1
     120.414,    12,Finish(2),before,   1,   0,   0,   0,   1
     120.414,    12,Finish(2), after,   1,   0,   0,   0,   0
     137.536,    10,  Arrival,before,   0,   0,   0,   0,   0
     137.536,    10,  Arrival, after,   2,   0,   0,   1,   0
     161.829,    14,Finish(1),before,   1,   0,   0,   1,   0
     161.829,    14,Finish(1), after,   2,   0,   0,   0,   1
     171.298,    13,  Arrival,before,   1,   0,   0,   0,   1
     171.298,    13,  Arrival, after,   3,   0,   0,   1,   1
     176.883,    15,Finish(2),before,   2,   0,   0,   1,   1
     176.883,    15,Finish(2), after,   2,   0,   0,   1,   0
     201.296,    16,  Arrival,before,   1,   0,   0,   1,   0
