# file created by code in harbour_fns_1896438.jl
# file created on 2026-03-09 at 15:39:43
# parameter: seed = 1896570
# parameter: T = 30000.0
# parameter: lower_interarrival = 11.0
# parameter: upper_interarrival = 59.0
# parameter: mean_process_times = [11.0, 16.0]
# parameter: max_queue = [9223372036854775807, 4]
# parameter: time_units = hours
time,event_id,event_type,timing,length_event_list,length_queue1,length_queue2,in_service1,in_service2
       0.000,     0,  Arrival,before,   0,   0,   0,   0,   0
       0.000,     0,  Arrival, after,   2,   0,   0,   1,   0
      16.836,     2,Finish(1),before,   1,   0,   0,   1,   0
      16.836,     2,Finish(1), after,   2,   0,   0,   0,   1
      30.400,     3,Finish(2),before,   1,   0,   0,   0,   1
      30.400,     3,Finish(2), after,   1,   0,   0,   0,   0
      39.646,     1,  Arrival,before,   0,   0,   0,   0,   0
      39.646,     1,  Arrival, after,   2,   0,   0,   1,   0
      63.358,     5,Finish(1),before,   1,   0,   0,   1,   0
      63.358,     5,Finish(1), after,   2,   0,   0,   0,   1
      65.991,     4,  Arrival,before,   1,   0,   0,   0,   1
      65.991,     4,  Arrival, after,   3,   0,   0,   1,   1
      84.901,     6,Finish(2),before,   2,   0,   0,   1,   1
      84.901,     6,Finish(2), after,   2,   0,   0,   1,   0
      93.060,     8,Finish(1),before,   1,   0,   0,   1,   0
      93.060,     8,Finish(1), after,   2,   0,   0,   0,   1
     105.145,     9,Finish(2),before,   1,   0,   0,   0,   1
     105.145,     9,Finish(2), after,   1,   0,   0,   0,   0
     106.816,     7,  Arrival,before,   0,   0,   0,   0,   0
     106.816,     7,  Arrival, after,   2,   0,   0,   1,   0
     127.367,    11,Finish(1),before,   1,   0,   0,   1,   0
     127.367,    11,Finish(1), after,   2,   0,   0,   0,   1
     145.089,    12,Finish(2),before,   1,   0,   0,   0,   1
     145.089,    12,Finish(2), after,   1,   0,   0,   0,   0
     150.867,    10,  Arrival,before,   0,   0,   0,   0,   0
     150.867,    10,  Arrival, after,   2,   0,   0,   1,   0
     158.163,    14,Finish(1),before,   1,   0,   0,   1,   0
     158.163,    14,Finish(1), after,   2,   0,   0,   0,   1
     173.287,    13,  Arrival,before,   1,   0,   0,   0,   1
     173.287,    13,  Arrival, after,   3,   0,   0,   1,   1
     173.857,    15,Finish(2),before,   2,   0,   0,   1,   1
     173.857,    15,Finish(2), after,   2,   0,   0,   1,   0
     209.450,    16,  Arrival,before,   1,   0,   0,   1,   0
