time,total_ships,harbour_ships
80,1.0,0.0
160,0.6,0.0
240,1.0,0.0
320,1.125,0.125
400,0.5714285714285714,0.0
480,0.7142857142857143,0.0
560,0.625,0.0
640,0.7142857142857143,0.0
720,1.625,0.125
800,1.3333333333333333,0.1111111111111111
880,1.6666666666666667,0.0
960,1.4285714285714286,0.2857142857142857
1040,0.6666666666666666,0.0
1120,0.7142857142857143,0.0
1200,0.875,0.0
1280,1.125,0.0
1360,1.3333333333333333,0.1111111111111111
1440,0.6666666666666666,0.0
1520,1.5555555555555556,0.1111111111111111
1600,0.8888888888888888,0.0
1680,1.1666666666666667,0.16666666666666666
1760,1.0,0.0
1840,1.0,0.0
1920,0.75,0.0
2000,0.6666666666666666,0.0
2080,1.4,0.2
2160,0.875,0.0
2240,0.75,0.0
2320,1.3333333333333333,0.16666666666666666
2400,1.0,0.125
2480,1.3333333333333333,0.16666666666666666
2560,0.6,0.0
2640,0.8,0.0
2720,1.3333333333333333,0.16666666666666666
2800,1.4285714285714286,0.14285714285714285
2880,0.8333333333333334,0.16666666666666666
2960,1.1428571428571428,0.14285714285714285
3040,0.875,0.0
3120,0.8333333333333334,0.16666666666666666
3200,1.2222222222222223,0.1111111111111111
3280,0.8,0.0
3360,1.2,0.1
3440,1.0,0.0
3520,0.75,0.0
3600,0.5,0.0
3680,1.5,0.2
3760,0.6666666666666666,0.0
3840,1.4,0.0
3920,0.7777777777777778,0.1111111111111111
4000,1.1428571428571428,0.14285714285714285
4080,0.7142857142857143,0.0
4160,0.6,0.0
4240,0.6,0.0
4320,1.1428571428571428,0.14285714285714285
4400,0.6,0.0
4480,1.1428571428571428,0.14285714285714285
4560,1.7142857142857142,0.14285714285714285
4640,1.6666666666666667,0.16666666666666666
4720,0.8571428571428571,0.0
4800,0.75,0.0
4880,0.6666666666666666,0.0
4960,1.375,0.125
5040,1.25,0.125
5120,0.6666666666666666,0.0
5200,0.75,0.0
5280,1.3333333333333333,0.16666666666666666
5360,0.6666666666666666,0.0
5440,0.7142857142857143,0.0
5520,1.1666666666666667,0.0
5600,2.625,0.5
5680,1.3333333333333333,0.2222222222222222
5760,1.25,0.125
5840,0.8,0.0
5920,0.8571428571428571,0.0
6000,0.6666666666666666,0.0
6080,1.0,0.1111111111111111
6160,1.1428571428571428,0.14285714285714285
6240,1.0,0.0
6320,1.4285714285714286,0.0
6400,0.8888888888888888,0.0
6480,0.6666666666666666,0.0
6560,1.0,0.0
6640,1.1666666666666667,0.0
6720,1.625,0.125
6800,0.875,0.125
6880,0.6666666666666666,0.0
6960,0.6666666666666666,0.0
7040,0.6666666666666666,0.0
7120,0.6666666666666666,0.0
7200,0.6666666666666666,0.0
7280,0.5714285714285714,0.0
7360,0.6666666666666666,0.0
7440,0.8,0.0
7520,0.5714285714285714,0.0
7600,1.0,0.0
7680,0.75,0.0
7760,0.5714285714285714,0.0
7840,1.1428571428571428,0.14285714285714285
7920,0.6666666666666666,0.0
8000,0.6666666666666666,0.0
8080,0.6,0.0
8160,0.7142857142857143,0.0
8240,1.0,0.1111111111111111
