# file created by code in harbour_fns_1896438.jl
# file created on 2026-03-09 at 15:39:37
# parameter: seed = 1896491
# parameter: T = 30000.0
# parameter: lower_interarrival = 11.0
# parameter: upper_interarrival = 59.0
# parameter: mean_process_times = [11.0, 16.0]
# parameter: max_queue = [9223372036854775807, 4]
# parameter: time_units = hours
time,event_id,event_type,timing,length_event_list,length_queue1,length_queue2,in_service1,in_service2
       0.000,     0,  Arrival,before,   0,   0,   0,   0,   0
       0.000,     0,  Arrival, after,   2,   0,   0,   1,   0
      32.677,     2,Finish(1),before,   1,   0,   0,   1,   0
      32.677,     2,Finish(1), after,   2,   0,   0,   0,   1
      47.495,     3,Finish(2),before,   1,   0,   0,   0,   1
      47.495,     3,Finish(2), after,   1,   0,   0,   0,   0
      48.274,     1,  Arrival,before,   0,   0,   0,   0,   0
      48.274,     1,  Arrival, after,   2,   0,   0,   1,   0
      53.224,     5,Finish(1),before,   1,   0,   0,   1,   0
      53.224,     5,Finish(1), after,   2,   0,   0,   0,   1
      67.062,     6,Finish(2),before,   1,   0,   0,   0,   1
      67.062,     6,Finish(2), after,   1,   0,   0,   0,   0
      70.983,     4,  Arrival,before,   0,   0,   0,   0,   0
      70.983,     4,  Arrival, after,   2,   0,   0,   1,   0
      72.280,     8,Finish(1),before,   1,   0,   0,   1,   0
      72.280,     8,Finish(1), after,   2,   0,   0,   0,   1
      89.542,     9,Finish(2),before,   1,   0,   0,   0,   1
      89.542,     9,Finish(2), after,   1,   0,   0,   0,   0
     124.788,     7,  Arrival,before,   0,   0,   0,   0,   0
     124.788,     7,  Arrival, after,   2,   0,   0,   1,   0
     138.011,    11,Finish(1),before,   1,   0,   0,   1,   0
     138.011,    11,Finish(1), after,   2,   0,   0,   0,   1
     148.756,    12,Finish(2),before,   1,   0,   0,   0,   1
     148.756,    12,Finish(2), after,   1,   0,   0,   0,   0
     166.759,    10,  Arrival,before,   0,   0,   0,   0,   0
     166.759,    10,  Arrival, after,   2,   0,   0,   1,   0
     193.136,    14,Finish(1),before,   1,   0,   0,   1,   0
     193.136,    14,Finish(1), after,   2,   0,   0,   0,   1
     204.687,    15,Finish(2),before,   1,   0,   0,   0,   1
     204.687,    15,Finish(2), after,   1,   0,   0,   0,   0
     220.782,    13,  Arrival,before,   0,   0,   0,   0,   0
     220.782,    13,  Arrival, after,   2,   0,   0,   1,   0
     227.063,    17,Finish(1),before,   1,   0,   0,   1,   0
