# file created by code in harbour_fns_1896438.jl
# file created on 2026-03-09 at 15:39:35
# parameter: seed = 1896447
# parameter: T = 30000.0
# parameter: lower_interarrival = 11.0
# parameter: upper_interarrival = 59.0
# parameter: mean_process_times = [11.0, 16.0]
# parameter: max_queue = [9223372036854775807, 4]
# parameter: time_units = hours
time,event_id,event_type,timing,length_event_list,length_queue1,length_queue2,in_service1,in_service2
       0.000,     0,  Arrival,before,   0,   0,   0,   0,   0
       0.000,     0,  Arrival, after,   2,   0,   0,   1,   0
      40.320,     1,  Arrival,before,   1,   0,   0,   1,   0
      40.320,     1,  Arrival, after,   2,   1,   0,   1,   0
      58.437,     2,Finish(1),before,   1,   1,   0,   1,   0
      58.437,     2,Finish(1), after,   3,   0,   0,   1,   1
      61.965,     3,  Arrival,before,   2,   0,   0,   1,   1
      61.965,     3,  Arrival, after,   3,   1,   0,   1,   1
      66.084,     4,Finish(1),before,   2,   1,   0,   1,   1
      66.084,     4,Finish(1), after,   3,   0,   1,   1,   1
      76.674,     5,Finish(2),before,   2,   0,   1,   1,   1
      76.674,     5,Finish(2), after,   3,   0,   0,   1,   1
      83.360,     7,Finish(1),before,   2,   0,   0,   1,   1
      83.360,     7,Finish(1), after,   2,   0,   1,   0,   1
      92.916,     8,Finish(2),before,   1,   0,   1,   0,   1
      92.916,     8,Finish(2), after,   2,   0,   0,   0,   1
      99.501,     6,  Arrival,before,   1,   0,   0,   0,   1
      99.501,     6,  Arrival, after,   3,   0,   0,   1,   1
     109.135,    11,Finish(1),before,   2,   0,   0,   1,   1
     109.135,    11,Finish(1), after,   2,   0,   1,   0,   1
     111.795,     9,Finish(2),before,   1,   0,   1,   0,   1
     111.795,     9,Finish(2), after,   2,   0,   0,   0,   1
     129.415,    12,Finish(2),before,   1,   0,   0,   0,   1
     129.415,    12,Finish(2), after,   1,   0,   0,   0,   0
     134.236,    10,  Arrival,before,   0,   0,   0,   0,   0
     134.236,    10,  Arrival, after,   2,   0,   0,   1,   0
     135.742,    14,Finish(1),before,   1,   0,   0,   1,   0
     135.742,    14,Finish(1), after,   2,   0,   0,   0,   1
     148.747,    13,  Arrival,before,   1,   0,   0,   0,   1
     148.747,    13,  Arrival, after,   3,   0,   0,   1,   1
     157.001,    17,Finish(1),before,   2,   0,   0,   1,   1
     157.001,    17,Finish(1), after,   2,   0,   1,   0,   1
     157.110,    15,Finish(2),before,   1,   0,   1,   0,   1
