# file created by code in harbour_fns_1896438.jl
# file created on 2026-03-09 at 15:39:45
# parameter: seed = 1896601
# parameter: T = 30000.0
# parameter: lower_interarrival = 11.0
# parameter: upper_interarrival = 59.0
# parameter: mean_process_times = [11.0, 16.0]
# parameter: max_queue = [9223372036854775807, 4]
# parameter: time_units = hours
time,event_id,event_type,timing,length_event_list,length_queue1,length_queue2,in_service1,in_service2
       0.000,     0,  Arrival,before,   0,   0,   0,   0,   0
       0.000,     0,  Arrival, after,   2,   0,   0,   1,   0
       4.614,     2,Finish(1),before,   1,   0,   0,   1,   0
       4.614,     2,Finish(1), after,   2,   0,   0,   0,   1
      21.483,     3,Finish(2),before,   1,   0,   0,   0,   1
      21.483,     3,Finish(2), after,   1,   0,   0,   0,   0
      44.159,     1,  Arrival,before,   0,   0,   0,   0,   0
      44.159,     1,  Arrival, after,   2,   0,   0,   1,   0
      46.002,     5,Finish(1),before,   1,   0,   0,   1,   0
      46.002,     5,Finish(1), after,   2,   0,   0,   0,   1
      57.666,     6,Finish(2),before,   1,   0,   0,   0,   1
      57.666,     6,Finish(2), after,   1,   0,   0,   0,   0
      77.400,     4,  Arrival,before,   0,   0,   0,   0,   0
      77.400,     4,  Arrival, after,   2,   0,   0,   1,   0
      84.060,     8,Finish(1),before,   1,   0,   0,   1,   0
      84.060,     8,Finish(1), after,   2,   0,   0,   0,   1
     105.528,     9,Finish(2),before,   1,   0,   0,   0,   1
     105.528,     9,Finish(2), after,   1,   0,   0,   0,   0
     110.092,     7,  Arrival,before,   0,   0,   0,   0,   0
     110.092,     7,  Arrival, after,   2,   0,   0,   1,   0
     120.683,    11,Finish(1),before,   1,   0,   0,   1,   0
     120.683,    11,Finish(1), after,   2,   0,   0,   0,   1
     122.150,    10,  Arrival,before,   1,   0,   0,   0,   1
     122.150,    10,  Arrival, after,   3,   0,   0,   1,   1
     125.168,    14,Finish(1),before,   2,   0,   0,   1,   1
     125.168,    14,Finish(1), after,   2,   0,   1,   0,   1
     135.408,    12,Finish(2),before,   1,   0,   1,   0,   1
     135.408,    12,Finish(2), after,   2,   0,   0,   0,   1
     152.289,    15,Finish(2),before,   1,   0,   0,   0,   1
     152.289,    15,Finish(2), after,   1,   0,   0,   0,   0
     178.954,    13,  Arrival,before,   0,   0,   0,   0,   0
     178.954,    13,  Arrival, after,   2,   0,   0,   1,   0
     191.308,    16,  Arrival,before,   1,   0,   0,   1,   0
