# file created by code in harbour_fns_1896438.jl
# file created on 2026-03-09 at 15:39:45
# parameter: seed = 1896613
# parameter: T = 30000.0
# parameter: lower_interarrival = 11.0
# parameter: upper_interarrival = 59.0
# parameter: mean_process_times = [11.0, 16.0]
# parameter: max_queue = [9223372036854775807, 4]
# parameter: time_units = hours
time,event_id,event_type,timing,length_event_list,length_queue1,length_queue2,in_service1,in_service2
       0.000,     0,  Arrival,before,   0,   0,   0,   0,   0
       0.000,     0,  Arrival, after,   2,   0,   0,   1,   0
      10.755,     2,Finish(1),before,   1,   0,   0,   1,   0
      10.755,     2,Finish(1), after,   2,   0,   0,   0,   1
      23.474,     3,Finish(2),before,   1,   0,   0,   0,   1
      23.474,     3,Finish(2), after,   1,   0,   0,   0,   0
      28.874,     1,  Arrival,before,   0,   0,   0,   0,   0
      28.874,     1,  Arrival, after,   2,   0,   0,   1,   0
      49.300,     4,  Arrival,before,   1,   0,   0,   1,   0
      49.300,     4,  Arrival, after,   2,   1,   0,   1,   0
      57.654,     5,Finish(1),before,   1,   1,   0,   1,   0
      57.654,     5,Finish(1), after,   3,   0,   0,   1,   1
      57.880,     7,Finish(1),before,   2,   0,   0,   1,   1
      57.880,     7,Finish(1), after,   2,   0,   1,   0,   1
      76.430,     8,Finish(2),before,   1,   0,   1,   0,   1
      76.430,     8,Finish(2), after,   2,   0,   0,   0,   1
      76.572,     6,  Arrival,before,   1,   0,   0,   0,   1
      76.572,     6,  Arrival, after,   3,   0,   0,   1,   1
      79.633,    11,Finish(1),before,   2,   0,   0,   1,   1
      79.633,    11,Finish(1), after,   2,   0,   1,   0,   1
      93.818,     9,Finish(2),before,   1,   0,   1,   0,   1
      93.818,     9,Finish(2), after,   2,   0,   0,   0,   1
     108.787,    12,Finish(2),before,   1,   0,   0,   0,   1
     108.787,    12,Finish(2), after,   1,   0,   0,   0,   0
     121.148,    10,  Arrival,before,   0,   0,   0,   0,   0
     121.148,    10,  Arrival, after,   2,   0,   0,   1,   0
     143.656,    14,Finish(1),before,   1,   0,   0,   1,   0
     143.656,    14,Finish(1), after,   2,   0,   0,   0,   1
     149.456,    13,  Arrival,before,   1,   0,   0,   0,   1
     149.456,    13,  Arrival, after,   3,   0,   0,   1,   1
     154.548,    17,Finish(1),before,   2,   0,   0,   1,   1
     154.548,    17,Finish(1), after,   2,   0,   1,   0,   1
     159.954,    15,Finish(2),before,   1,   0,   1,   0,   1
