# file created by code in harbour_fns_1896438.jl
# file created on 2026-03-09 at 15:39:45
# parameter: seed = 1896611
# parameter: T = 30000.0
# parameter: lower_interarrival = 11.0
# parameter: upper_interarrival = 59.0
# parameter: mean_process_times = [11.0, 16.0]
# parameter: max_queue = [9223372036854775807, 4]
# parameter: time_units = hours
time,event_id,event_type,timing,length_event_list,length_queue1,length_queue2,in_service1,in_service2
       0.000,     0,  Arrival,before,   0,   0,   0,   0,   0
       0.000,     0,  Arrival, after,   2,   0,   0,   1,   0
      34.670,     2,Finish(1),before,   1,   0,   0,   1,   0
      34.670,     2,Finish(1), after,   2,   0,   0,   0,   1
      39.421,     1,  Arrival,before,   1,   0,   0,   0,   1
      39.421,     1,  Arrival, after,   3,   0,   0,   1,   1
      44.864,     3,Finish(2),before,   2,   0,   0,   1,   1
      44.864,     3,Finish(2), after,   2,   0,   0,   1,   0
      70.287,     5,Finish(1),before,   1,   0,   0,   1,   0
      70.287,     5,Finish(1), after,   2,   0,   0,   0,   1
      77.983,     4,  Arrival,before,   1,   0,   0,   0,   1
      77.983,     4,  Arrival, after,   3,   0,   0,   1,   1
      85.122,     6,Finish(2),before,   2,   0,   0,   1,   1
      85.122,     6,Finish(2), after,   2,   0,   0,   1,   0
      86.661,     8,Finish(1),before,   1,   0,   0,   1,   0
      86.661,     8,Finish(1), after,   2,   0,   0,   0,   1
      95.665,     7,  Arrival,before,   1,   0,   0,   0,   1
      95.665,     7,  Arrival, after,   3,   0,   0,   1,   1
      96.668,    11,Finish(1),before,   2,   0,   0,   1,   1
      96.668,    11,Finish(1), after,   2,   0,   1,   0,   1
     104.076,     9,Finish(2),before,   1,   0,   1,   0,   1
     104.076,     9,Finish(2), after,   2,   0,   0,   0,   1
     117.051,    12,Finish(2),before,   1,   0,   0,   0,   1
     117.051,    12,Finish(2), after,   1,   0,   0,   0,   0
     126.822,    10,  Arrival,before,   0,   0,   0,   0,   0
     126.822,    10,  Arrival, after,   2,   0,   0,   1,   0
     129.516,    14,Finish(1),before,   1,   0,   0,   1,   0
     129.516,    14,Finish(1), after,   2,   0,   0,   0,   1
     141.934,    15,Finish(2),before,   1,   0,   0,   0,   1
     141.934,    15,Finish(2), after,   1,   0,   0,   0,   0
     183.879,    13,  Arrival,before,   0,   0,   0,   0,   0
     183.879,    13,  Arrival, after,   2,   0,   0,   1,   0
     194.445,    17,Finish(1),before,   1,   0,   0,   1,   0
