# file created by code in harbour_fns_1896438.jl
# file created on 2026-03-09 at 15:39:44
# parameter: seed = 1896590
# parameter: T = 30000.0
# parameter: lower_interarrival = 11.0
# parameter: upper_interarrival = 59.0
# parameter: mean_process_times = [11.0, 16.0]
# parameter: max_queue = [9223372036854775807, 4]
# parameter: time_units = hours
time,event_id,event_type,timing,length_event_list,length_queue1,length_queue2,in_service1,in_service2
       0.000,     0,  Arrival,before,   0,   0,   0,   0,   0
       0.000,     0,  Arrival, after,   2,   0,   0,   1,   0
       6.086,     2,Finish(1),before,   1,   0,   0,   1,   0
       6.086,     2,Finish(1), after,   2,   0,   0,   0,   1
      20.813,     3,Finish(2),before,   1,   0,   0,   0,   1
      20.813,     3,Finish(2), after,   1,   0,   0,   0,   0
      30.170,     1,  Arrival,before,   0,   0,   0,   0,   0
      30.170,     1,  Arrival, after,   2,   0,   0,   1,   0
      35.037,     5,Finish(1),before,   1,   0,   0,   1,   0
      35.037,     5,Finish(1), after,   2,   0,   0,   0,   1
      54.695,     6,Finish(2),before,   1,   0,   0,   0,   1
      54.695,     6,Finish(2), after,   1,   0,   0,   0,   0
      67.158,     4,  Arrival,before,   0,   0,   0,   0,   0
      67.158,     4,  Arrival, after,   2,   0,   0,   1,   0
      69.187,     8,Finish(1),before,   1,   0,   0,   1,   0
      69.187,     8,Finish(1), after,   2,   0,   0,   0,   1
      85.389,     9,Finish(2),before,   1,   0,   0,   0,   1
      85.389,     9,Finish(2), after,   1,   0,   0,   0,   0
     125.962,     7,  Arrival,before,   0,   0,   0,   0,   0
     125.962,     7,  Arrival, after,   2,   0,   0,   1,   0
     129.669,    11,Finish(1),before,   1,   0,   0,   1,   0
     129.669,    11,Finish(1), after,   2,   0,   0,   0,   1
     148.438,    12,Finish(2),before,   1,   0,   0,   0,   1
     148.438,    12,Finish(2), after,   1,   0,   0,   0,   0
     160.211,    10,  Arrival,before,   0,   0,   0,   0,   0
     160.211,    10,  Arrival, after,   2,   0,   0,   1,   0
     165.506,    14,Finish(1),before,   1,   0,   0,   1,   0
     165.506,    14,Finish(1), after,   2,   0,   0,   0,   1
     183.137,    13,  Arrival,before,   1,   0,   0,   0,   1
     183.137,    13,  Arrival, after,   3,   0,   0,   1,   1
     183.394,    15,Finish(2),before,   2,   0,   0,   1,   1
     183.394,    15,Finish(2), after,   2,   0,   0,   1,   0
     199.294,    16,  Arrival,before,   1,   0,   0,   1,   0
