# file created by code in harbour_fns_1896438.jl
# file created on 2026-03-09 at 15:39:44
# parameter: seed = 1896595
# parameter: T = 30000.0
# parameter: lower_interarrival = 11.0
# parameter: upper_interarrival = 59.0
# parameter: mean_process_times = [11.0, 16.0]
# parameter: max_queue = [9223372036854775807, 4]
# parameter: time_units = hours
id,arrival_time,start_service_times,start_service_times,completion_time
1,0.0,0.0,12.29700273944114,25.5129736756752
2,27.801413865337494,27.801413865337494,43.347209088655624,63.70234398666571
3,67.44973358382428,67.44973358382428,79.79036122323878,100.85310134458655
4,118.74854447159308,118.74854447159308,142.3365921025982,160.30432050620334
5,138.54666660215096,142.3365921025982,160.30432050620334,177.54053625065794
6,174.41323635061468,174.41323635061468,189.7201071453422,208.57587177353312
7,197.56849855238607,197.56849855238607,208.57587177353312,230.25623912387502
8,255.41981801541908,255.41981801541908,266.85655404128727,287.1800778971998
9,274.68899752518,274.68899752518,287.1800778971998,301.0331632010782
10,312.5223427655596,312.5223427655596,322.41867578071526,340.42430355979974
11,356.97150908018364,356.97150908018364,368.51033476484724,380.2484742527951
12,379.04036322324384,379.04036322324384,393.8627239402489,407.0336251644848
13,430.80809592450595,430.80809592450595,452.6717706173647,469.40163513711923
14,459.03364279862507,459.03364279862507,475.3171455976118,490.90952638076817
15,516.8980262703095,516.8980262703095,521.7206381008795,536.2997664621145
16,546.9306624896966,546.9306624896966,567.8094211069011,582.0795645349796
17,589.1416182693014,589.1416182693014,604.2024975576497,619.0724776686991
18,625.4087883883661,625.4087883883661,634.2088148677424,647.0014995604913
19,649.8073328630362,649.8073328630362,672.9868194462458,690.9487830353919
20,698.0649854491986,698.0649854491986,707.1321094170753,725.6050854723287
21,733.5472357040333,733.5472357040333,740.4788148226738,756.1574189319418
22,788.3243448707877,788.3243448707877,791.0496977284866,805.2205149377955
23,843.5477833090501,843.5477833090501,859.6258653733227,876.02945583184
24,864.6081040452717,864.6081040452717,893.3353011430798,912.757491878559
25,903.643374585058,903.643374585058,912.757491878559,926.9917927611658
26,923.651836990018,923.651836990018,928.0454570320771,947.9319886490475
27,963.427609038934,963.427609038934,980.5717696368456,995.2390875963058
28,1011.6804057558186,1011.6804057558186,1013.4562161659809,1030.464209559957
29,1027.5726170815026,1027.5726170815026,1031.622504586056,1049.672894402551
30,1050.3282705687504,1050.3282705687504,1055.9617142443055,1076.2934678320335
31,1065.5415369350774,1065.5415369350774,1076.2934678320335,1088.8380590803197
32,1122.743235115057,1122.743235115057,1129.3604845705227,1146.182516495324
33,1139.078215484848,1139.078215484848,1176.5905739534508,1192.85019486688
34,1170.1013100775333,1176.5905739534508,1192.85019486688,1205.4889520264867
35,1227.4370891022324,1227.4370891022324,1232.9606626419754,1245.065723907198
36,1280.2546796711156,1280.2546796711156,1307.198063290025,1326.68343349267
37,1318.5726404492227,1318.5726404492227,1326.68343349267,1341.9031654747414
38,1337.4063123989602,1337.4063123989602,1349.1181338720387,1367.8505706993028
39,1393.868923163216,1393.868923163216,1415.3321159631423,1430.467926480569
40,1425.658954523519,1425.658954523519,1438.6203333194042,1455.7335436555509
41,1477.371649921342,1477.371649921342,1523.1160911368138,1538.525529661752
42,1522.9377794464997,1523.1160911368138,1538.525529661752,1552.7976766071338
43,1553.1442174182148,1553.1442174182148,1570.976959873921,1584.5931040386354
44,1599.9629020721486,1599.9629020721486,1608.841872940021,1627.0485007200339
45,1631.166294121686,1631.166294121686,1633.0587156262598,1652.8990879476894
46,1649.7454400214833,1649.7454400214833,1652.8990879476894,1670.141588189134
47,1680.2287252973947,1680.2287252973947,1729.6807769050622,1746.5205298706621
48,1692.0372662527639,1729.6807769050622,1746.5205298706621,1763.8748753271311
49,1728.1562222595137,1737.628496302862,1763.8748753271311,1780.9442421774445
50,1753.0397682736407,1753.0397682736407,1780.9442421774445,1800.3303259869979
51,1779.031508053431,1779.031508053431,1800.3303259869979,1818.5709970360401
52,1820.9318166988196,1820.9318166988196,1830.3415594001176,1849.3077984482884
53,1871.6265721617062,1871.6265721617062,1894.5824878973428,1911.8527739910892
54,1914.6143321844763,1914.6143321844763,1920.918132919573,1932.9790476796782
55,1936.9410799553618,1936.9410799553618,1937.2466031432025,1949.3853157193364
56,1967.762599775169,1967.762599775169,1974.0952609757667,1991.4862788881221
57,1999.3380089865475,1999.3380089865475,2004.1134843394868,2015.8035287695423
58,2025.9968420824412,2025.9968420824412,2043.2992605318702,2064.2564448570242
59,2058.047080466421,2058.047080466421,2064.2564448570242,2077.463543102263
60,2103.589567075435,2103.589567075435,2149.0681889816765,2166.244589239046
61,2150.8199411339356,2150.8199411339356,2192.3568920776233,2211.5001858114174
62,2198.2571179223764,2198.2571179223764,2211.5001858114174,2228.6404358920304
63,2227.5283587686695,2227.5283587686695,2228.6404358920304,2242.7059709628916
64,2248.428804542502,2248.428804542502,2251.811821360176,2268.4245357402524
65,2293.427966423625,2293.427966423625,2306.8291688204577,2322.300026881065
66,2314.112333562448,2314.112333562448,2334.398795344255,2348.9098728238996
67,2350.06029168372,2350.06029168372,2360.5981541647425,2376.3442440669664
68,2393.5315287156227,2393.5315287156227,2424.221215549224,2442.463282989655
69,2434.3997985769365,2434.3997985769365,2444.2417778257905,2459.5690556083227
70,2489.772918765686,2489.772918765686,2498.5501293605053,2515.573959120476
71,2528.3865802111013,2528.3865802111013,2530.302904205693,2544.0903229572054
72,2582.609117916241,2582.609117916241,2585.7379981867093,2604.2697708842616
73,2595.1313441862276,2595.1313441862276,2617.133440663231,2636.305215663516
74,2647.244147929836,2647.244147929836,2666.6063700958366,2682.263718157864
75,2679.6225377784053,2679.6225377784053,2683.8420150243646,2702.406170975361
76,2694.1108647115143,2694.1108647115143,2702.406170975361,2715.59412466327
77,2713.6040438498017,2713.6040438498017,2732.3287957909192,2749.418324978575
78,2737.935842000184,2737.935842000184,2749.418324978575,2769.035642504284
79,2756.0010344909497,2756.0010344909497,2769.035642504284,2784.968507107155
80,2799.7159053235064,2799.7159053235064,2802.2303243460638,2818.724560172396
81,2827.7638174592103,2827.7638174592103,2828.789542148338,2848.737391308535
82,2848.356560252326,2848.356560252326,2855.122491210939,2867.3680725030144
83,2884.6360088211686,2884.6360088211686,2887.0207926009566,2904.671345154037
84,2925.7404580873354,2925.7404580873354,2948.9420959009253,2962.8390103486004
85,2974.149107406999,2974.149107406999,2982.4169648073503,2998.7588536811036
86,3015.0361897987345,3015.0361897987345,3031.1612725824743,3042.116574224375
87,3044.435712800975,3044.435712800975,3046.476695855579,3065.0890112603483
88,3057.4635235438923,3057.4635235438923,3066.3824307448745,3085.501246115349
89,3068.5734677754886,3068.5734677754886,3085.501246115349,3103.708863472407
90,3116.8642186190204,3116.8642186190204,3124.219512801987,3137.524711731999
91,3161.816589252663,3161.816589252663,3161.937733192941,3176.8228266451115
92,3177.9367917602754,3177.9367917602754,3193.171004017641,3208.784121917578
93,3203.7320061995406,3203.7320061995406,3208.784121917578,3224.389410017377
94,3217.4947619322284,3217.4947619322284,3224.389410017377,3237.9815774523013
95,3262.412208206937,3262.412208206937,3264.5682031238216,3284.546747682815
96,3304.9734134015525,3304.9734134015525,3307.4915851177493,3322.637057767062
97,3354.229084987873,3354.229084987873,3354.495647155727,3372.837892447776
98,3398.8885924692445,3398.8885924692445,3460.4756707124684,3483.746416721952
99,3453.1240195193736,3460.4756707124684,3483.746416721952,3496.239158940045
100,3478.682445124628,3483.552770922597,3502.20255709228,3517.6126330169013
101,3532.645715295663,3532.645715295663,3540.309791676719,3554.9573600743656
102,3572.463650912427,3572.463650912427,3575.108299650787,3585.0467175707536
103,3597.8051527927532,3597.8051527927532,3613.6288011581923,3628.3198609343044
104,3633.6574969487224,3633.6574969487224,3640.4153396431802,3653.0591221609716
105,3659.380663816829,3659.380663816829,3661.2542756740263,3676.6450810113415
106,3712.0012951391577,3712.0012951391577,3719.8779834320803,3736.5045274488098
107,3763.7186361381227,3763.7186361381227,3766.895442389885,3779.5045854584796
108,3778.153640728244,3778.153640728244,3818.288015347073,3833.9799301749867
109,3804.74093759781,3818.288015347073,3859.296645763346,3872.979143837463
110,3822.749674636788,3859.296645763346,3872.979143837463,3888.6038069701162
111,3876.70338708774,3876.70338708774,3890.1046789852226,3901.489560066391
112,3900.6152363445226,3900.6152363445226,3917.3329757194374,3933.1647702617943
113,3931.59583619821,3931.59583619821,3944.567412593672,3957.986676295504
114,3952.370441718222,3952.370441718222,3968.1395519984753,3988.203535677852
115,3989.651687286626,3989.651687286626,4003.6838117967195,4019.834464955493
116,4013.832493244683,4013.832493244683,4024.363455455767,4041.483385688924
117,4056.512856554937,4056.512856554937,4060.634264268279,4079.6219580348734
118,4108.893152104458,4108.893152104458,4121.244053750128,4135.355306927509
119,4125.882584410278,4125.882584410278,4135.355306927509,4149.776957477876
120,4176.002559170143,4176.002559170143,4193.338294752942,4219.68172300982
121,4230.819726048875,4230.819726048875,4239.662280339021,4257.5271230767285
