time,total_ships,harbour_ships
80,1.3333333333333333,0.2222222222222222
160,1.0,0.0
240,0.6666666666666666,0.0
320,0.75,0.0
400,1.3333333333333333,0.1111111111111111
480,1.0,0.0
560,1.1666666666666667,0.0
640,1.2857142857142858,0.2857142857142857
720,2.0,0.2222222222222222
800,0.6666666666666666,0.0
880,1.0,0.0
960,1.0,0.0
1040,1.3,0.2
1120,1.7142857142857142,0.2857142857142857
1200,0.8333333333333334,0.16666666666666666
1280,1.125,0.125
1360,0.5714285714285714,0.0
1440,0.75,0.0
1520,0.6666666666666666,0.0
1600,1.0,0.0
1680,0.6666666666666666,0.0
1760,0.6,0.0
1840,1.0,0.0
1920,0.6666666666666666,0.0
2000,0.625,0.0
2080,0.875,0.0
2160,0.6666666666666666,0.0
2240,1.2,0.0
2320,1.0,0.0
2400,0.625,0.0
2480,1.1666666666666667,0.16666666666666666
2560,0.625,0.0
2640,1.0,0.0
2720,2.3333333333333335,0.5555555555555556
2800,0.6,0.0
2880,1.1428571428571428,0.14285714285714285
2960,1.375,0.25
3040,1.0,0.125
3120,0.8,0.0
3200,0.5,0.0
3280,0.6666666666666666,0.0
3360,0.6666666666666666,0.0
3440,0.8,0.0
3520,1.2222222222222223,0.1111111111111111
3600,0.6,0.0
3680,0.6666666666666666,0.0
3760,1.25,0.125
3840,1.8181818181818181,0.2727272727272727
3920,1.875,0.5
4000,1.0,0.0
4080,1.5555555555555556,0.1111111111111111
4160,0.8333333333333334,0.0
4240,1.6666666666666667,0.2222222222222222
4320,0.6,0.0
4400,1.6923076923076923,0.3076923076923077
4480,0.6666666666666666,0.0
4560,0.6666666666666666,0.0
4640,1.8333333333333333,0.16666666666666666
4720,0.5,0.0
4800,1.125,0.125
4880,0.6,0.0
4960,1.25,0.125
5040,0.8571428571428571,0.14285714285714285
5120,1.25,0.125
5200,0.6666666666666666,0.0
5280,0.6666666666666666,0.0
5360,0.8,0.0
5440,0.6,0.0
5520,0.75,0.0
5600,0.6666666666666666,0.0
5680,0.6666666666666666,0.0
5760,1.3333333333333333,0.16666666666666666
5840,1.2222222222222223,0.1111111111111111
5920,0.6,0.0
6000,0.6666666666666666,0.0
6080,1.7142857142857142,0.2857142857142857
6160,0.5,0.0
6240,0.8,0.0
6320,1.0,0.1111111111111111
6400,1.4,0.2
6480,1.0,0.0
6560,0.5,0.0
6640,1.5555555555555556,0.1111111111111111
6720,2.642857142857143,0.6428571428571429
6800,1.0,0.14285714285714285
6880,1.6,0.2
6960,1.1666666666666667,0.16666666666666666
7040,0.625,0.0
7120,0.7142857142857143,0.0
7200,1.25,0.125
7280,1.6666666666666667,0.2222222222222222
7360,1.1666666666666667,0.16666666666666666
7440,0.6,0.0
7520,0.8,0.0
7600,0.8888888888888888,0.0
7680,0.5,0.0
7760,0.7142857142857143,0.0
7840,1.0,0.0
7920,1.2,0.1
8000,0.6,0.0
8080,1.0,0.0
8160,1.3333333333333333,0.1111111111111111
8240,0.8,0.0
8320,0.6,0.0
8400,1.2222222222222223,0.1111111111111111
8480,1.6153846153846154,0.3076923076923077
8560,0.875,0.0
8640,1.1428571428571428,0.0
8720,1.625,0.125
8800,1.125,0.125
8880,0.7142857142857143,0.0
8960,0.6,0.0
9040,1.1428571428571428,0.14285714285714285
9120,1.6666666666666667,0.3333333333333333
9200,0.6,0.0
9280,0.8,0.0
