time,total_ships,harbour_ships
80,0.6666666666666666,0.0
160,1.0,0.0
240,1.1428571428571428,0.0
320,0.6666666666666666,0.0
400,0.6666666666666666,0.0
480,0.6666666666666666,0.0
560,1.1428571428571428,0.14285714285714285
640,1.0,0.0
720,0.6666666666666666,0.0
800,0.75,0.0
880,1.5,0.2
960,0.5714285714285714,0.0
1040,1.375,0.0
1120,1.25,0.125
1200,0.6,0.0
1280,0.6666666666666666,0.0
1360,0.75,0.0
1440,0.6666666666666666,0.0
1520,1.75,0.375
1600,0.6666666666666666,0.0
1680,1.0,0.0
1760,1.75,0.625
1840,1.375,0.25
1920,1.6666666666666667,0.25
2000,1.125,0.0
2080,0.6666666666666666,0.0
2160,1.6,0.3
2240,0.75,0.0
2320,1.125,0.125
2400,0.8,0.0
2480,1.0,0.0
2560,0.6666666666666666,0.0
2640,0.6666666666666666,0.0
2720,1.4,0.0
2800,1.25,0.125
2880,1.0,0.125
2960,0.6666666666666666,0.0
3040,0.6666666666666666,0.0
3120,1.5,0.0
3200,1.1,0.1
3280,0.5,0.0
3360,0.6666666666666666,0.0
3440,0.8,0.0
3520,0.5,0.0
3600,0.75,0.0
3680,0.8571428571428571,0.0
3760,0.6666666666666666,0.0
3840,1.0,0.0
3920,0.6666666666666666,0.0
4000,0.75,0.0
4080,0.5714285714285714,0.0
4160,1.0,0.0
4240,1.8888888888888888,0.4444444444444444
4320,0.875,0.0
4400,0.6666666666666666,0.0
4480,1.375,0.125
4560,1.0,0.2
4640,0.6666666666666666,0.0
4720,0.6666666666666666,0.0
4800,1.7777777777777777,0.2222222222222222
4880,1.0,0.0
4960,0.6,0.0
5040,1.1428571428571428,0.14285714285714285
5120,1.5,0.2
5200,0.8,0.0
5280,0.6666666666666666,0.0
5360,0.5,0.0
5440,1.2727272727272727,0.09090909090909091
5520,0.8888888888888888,0.0
5600,0.5,0.0
5680,0.75,0.0
5760,1.6666666666666667,0.3333333333333333
5840,1.0,0.0
5920,1.2857142857142858,0.14285714285714285
6000,1.3333333333333333,0.2222222222222222
6080,1.125,0.125
6160,1.1666666666666667,0.16666666666666666
6240,0.6,0.0
6320,2.0,0.625
6400,0.6666666666666666,0.0
6480,0.8,0.0
6560,1.0,0.14285714285714285
6640,0.6666666666666666,0.0
6720,0.6666666666666666,0.0
6800,1.8888888888888888,0.4444444444444444
6880,1.5,0.375
6960,0.8571428571428571,0.0
7040,1.125,0.0
7120,0.5,0.0
7200,0.8,0.0
7280,1.2222222222222223,0.1111111111111111
7360,0.6666666666666666,0.0
7440,0.6666666666666666,0.0
7520,0.6666666666666666,0.0
7600,1.4444444444444444,0.2222222222222222
7680,0.6666666666666666,0.0
7760,0.5714285714285714,0.0
7840,1.2222222222222223,0.1111111111111111
7920,1.7777777777777777,0.5555555555555556
8000,1.2,0.1
8080,0.6666666666666666,0.0
8160,1.2222222222222223,0.1111111111111111
8240,0.75,0.0
8320,1.25,0.125
8400,0.6,0.0
8480,0.75,0.0
8560,1.0,0.0
8640,0.6666666666666666,0.0
8720,1.1428571428571428,0.14285714285714285
8800,1.1428571428571428,0.14285714285714285
8880,0.6,0.0
8960,0.875,0.0
9040,2.5,0.625
9120,1.125,0.375
9200,0.7142857142857143,0.0
9280,0.5714285714285714,0.0
9360,0.75,0.0
9440,1.0,0.0
9520,0.6,0.0
9600,0.6,0.0
9680,0.6666666666666666,0.0
9760,0.6666666666666666,0.0
9840,1.0,0.0
9920,1.1111111111111112,0.0
10000,0.8571428571428571,0.0
10080,1.4285714285714286,0.14285714285714285
10160,1.0,0.0
10240,2.4285714285714284,0.14285714285714285
10320,3.090909090909091,1.2727272727272727
10400,1.6363636363636365,0.2727272727272727
10480,0.75,0.0
10560,1.1666666666666667,0.16666666666666666
10640,0.6666666666666666,0.0
10720,1.125,0.0
10800,1.5,0.0
10880,1.2222222222222223,0.1111111111111111
10960,0.6666666666666666,0.0
11040,1.0,0.1111111111111111
11120,1.1428571428571428,0.14285714285714285
11200,0.75,0.0
11280,2.3,0.9
11360,0.8571428571428571,0.0
11440,0.8,0.0
11520,0.8888888888888888,0.0
11600,0.5,0.0
11680,0.75,0.0
11760,0.6,0.0
11840,0.6666666666666666,0.0
11920,1.6666666666666667,0.16666666666666666
12000,1.25,0.125
12080,1.4166666666666667,0.25
12160,1.0,0.0
12240,0.5,0.0
12320,1.2857142857142858,0.14285714285714285
12400,1.2,0.2
12480,1.4,0.2
12560,0.6666666666666666,0.0
12640,1.375,0.125
12720,0.6,0.0
12800,1.3333333333333333,0.16666666666666666
12880,0.6666666666666666,0.0
12960,1.2727272727272727,0.18181818181818182
13040,1.0,0.0
13120,1.625,0.375
13200,1.3333333333333333,0.16666666666666666
13280,0.6666666666666666,0.0
13360,1.0,0.0
13440,0.7142857142857143,0.0
13520,0.6666666666666666,0.0
13600,0.6,0.0
13680,1.1428571428571428,0.14285714285714285
