# file created by code in harbour_fns_1896438.jl
# file created on 2026-03-09 at 15:39:38
# parameter: seed = 1896496
# parameter: T = 30000.0
# parameter: lower_interarrival = 11.0
# parameter: upper_interarrival = 59.0
# parameter: mean_process_times = [11.0, 16.0]
# parameter: max_queue = [9223372036854775807, 4]
# parameter: time_units = hours
time,event_id,event_type,timing,length_event_list,length_queue1,length_queue2,in_service1,in_service2
       0.000,     0,  Arrival,before,   0,   0,   0,   0,   0
       0.000,     0,  Arrival, after,   2,   0,   0,   1,   0
       8.968,     2,Finish(1),before,   1,   0,   0,   1,   0
       8.968,     2,Finish(1), after,   2,   0,   0,   0,   1
      22.393,     3,Finish(2),before,   1,   0,   0,   0,   1
      22.393,     3,Finish(2), after,   1,   0,   0,   0,   0
      45.905,     1,  Arrival,before,   0,   0,   0,   0,   0
      45.905,     1,  Arrival, after,   2,   0,   0,   1,   0
      61.262,     5,Finish(1),before,   1,   0,   0,   1,   0
      61.262,     5,Finish(1), after,   2,   0,   0,   0,   1
      71.275,     4,  Arrival,before,   1,   0,   0,   0,   1
      71.275,     4,  Arrival, after,   3,   0,   0,   1,   1
      77.932,     8,Finish(1),before,   2,   0,   0,   1,   1
      77.932,     8,Finish(1), after,   2,   0,   1,   0,   1
      79.320,     6,Finish(2),before,   1,   0,   1,   0,   1
      79.320,     6,Finish(2), after,   2,   0,   0,   0,   1
      96.258,     9,Finish(2),before,   1,   0,   0,   0,   1
      96.258,     9,Finish(2), after,   1,   0,   0,   0,   0
     117.575,     7,  Arrival,before,   0,   0,   0,   0,   0
     117.575,     7,  Arrival, after,   2,   0,   0,   1,   0
     123.281,    11,Finish(1),before,   1,   0,   0,   1,   0
     123.281,    11,Finish(1), after,   2,   0,   0,   0,   1
     141.146,    12,Finish(2),before,   1,   0,   0,   0,   1
     141.146,    12,Finish(2), after,   1,   0,   0,   0,   0
     145.095,    10,  Arrival,before,   0,   0,   0,   0,   0
     145.095,    10,  Arrival, after,   2,   0,   0,   1,   0
     175.244,    13,  Arrival,before,   1,   0,   0,   1,   0
     175.244,    13,  Arrival, after,   2,   1,   0,   1,   0
     183.401,    14,Finish(1),before,   1,   1,   0,   1,   0
     183.401,    14,Finish(1), after,   3,   0,   0,   1,   1
     192.796,    16,Finish(1),before,   2,   0,   0,   1,   1
     192.796,    16,Finish(1), after,   2,   0,   1,   0,   1
     194.185,    17,Finish(2),before,   1,   0,   1,   0,   1
